0.29  0.15 34.30  5.03  1.55  1.13  0.67  0.19  0.05  0.03  0.21  1.62 
    0.18  0.03  0.08  0.22  0.01  0.01  0.01  0.01  0.01  0.00  4.64  0.07 
    0.16  0.03  0.11  0.14  0.02  0.01  0.47  0.05  0.02  0.01  0.00  0.00 
    0.00  0.00  1.47  4.79  1.74  0.93  0.71  0.37  0.12  0.03  2.09  0.63 
    0.91  0.04  0.01  0.16  0.01  0.01  0.01  0.01  0.02  0.05  0.06  0.01 
   13.74  3.52  1.15  1.63  0.72  0.52  0.91  0.57  0.10  0.01  0.07  0.02 
    1.09 10.10  0.95  0.69  0.71  0.18  0.32  0.09  0.01  0.00  0.51  0.01 
    0.12  8.70  2.26  3.39  2.64  0.32  0.06  0.04  0.01  0.00  0.00  0.00 
    0.00  0.00  0.98  0.08  2.00  0.16  0.16  0.05  0.00  0.00  0.00  0.00 
    0.50  0.09  0.00  0.00  0.00  0.00  0.00  0.00  1.45  0.10  0.08  1.59 
    1.13  6.70 50.08  2.98  1.02  0.37  0.27  0.08  0.05  0.01  1.55  0.47 
    1.24  1.56 32.35  0.25  1.43  0.73  1.17  0.99  0.41  0.01  1.40  6.72 
    2.18  1.47  0.05  1.81  0.10  0.01  0.01  0.05  0.03  0.04  8.29  7.28 
    2.18  3.82  0.61  0.07  2.27  0.82  2.88  1.20  0.30  0.03  0.00  2.11 
    3.69  0.91  0.13  3.90  1.65  1.47  0.12  0.89  0.07  0.00 20.13 27.59 
   15.04  1.46  0.07 12.44  6.80  7.53  2.11  1.19  3.26  5.76  2.66  2.10 
    2.48  0.94  0.36  0.22  0.20  0.06  0.02  0.01  0.00  0.00  0.00  0.00 
    0.01  0.02  6.89  4.33  1.54  0.54  0.17  0.14  0.05  0.04 15.38 34.43 
    0.55  0.82  3.34  0.36  0.47  0.70  3.62  1.40  0.98  0.39  0.17 35.36 
    2.23  1.20  0.50  0.40  0.24  0.05  1.63  0.83  0.07  0.01 28.58  7.40 
    1.09  1.52  1.99  0.21  0.40  0.14  0.03  0.07  0.03  0.01  0.50  0.06 
    0.01  0.00  0.28  1.89  0.89  0.83  0.20  0.04  0.00  0.00  0.00  3.27 
    0.10  0.00  0.64  0.04  0.01  0.00  0.00  0.00  0.00  0.00  0.00 21.80 
    1.42  1.64  0.52  0.14  0.01  0.01  0.01  0.01  0.00  0.00  5.44 23.24 
    1.55  1.34  0.22  0.60  0.46  0.06  0.01  0.00  0.00  0.00  5.93 25.38 
    4.03  1.29  0.16  0.12  0.03  0.00  0.01  0.02  0.00  0.00  3.22  1.60 
    0.41  0.09  0.36  0.11  0.01  0.08  0.01  0.24  0.02  0.00  3.85  5.46 
    2.20  0.64 44.41  9.82  1.85  1.20  1.74  0.99  0.88  0.32  0.52  0.63 
    0.67  4.01  0.62  1.05  0.29  0.33  0.02  0.48  0.15  0.29  1.16  0.23 
    1.10  0.22  0.67  0.16  0.03  0.01  0.02  0.03  0.02  0.00  1.69  0.32 
    9.41 18.22 67.94 11.54  5.67  2.96  4.88  1.16  0.73  0.29  0.22  0.08 
    0.30  0.05  0.41  0.05  0.01  0.00  0.00  0.01  0.01  0.00  0.00  0.00 
    0.50  0.05  1.22  0.44  0.13  0.08  0.07  0.01  0.00  0.00  4.00  0.98 
    0.89  2.34  0.25  0.04  0.13  0.03  0.03  0.15  0.00  0.00  2.59 14.82 
   52.99 23.50  5.40  9.06 13.49  3.13  3.13  4.04  1.27  2.12  2.82  8.00 
    0.76  0.49  0.12  0.08  0.29  0.17  0.18  0.19  0.08  0.11  5.75  0.54 
    0.29 22.88  3.49 29.33  2.27  1.65  2.18  1.38  0.64  0.18  1.58  4.41 
    0.89  0.29  1.19  1.17  0.77  2.25  2.91  0.51  0.20  0.12  0.66 20.43 
    4.56  5.34 14.27  1.91  1.27  5.00  3.03  1.26  0.31  0.32 14.82  5.78 
    1.61  9.53 39.88 10.15  3.95  3.72  2.03  1.60  0.40  0.08  0.01 11.40 
   16.29  3.05  2.66  0.25  0.15  0.18  0.20  0.95  0.12  0.06 14.56  1.93 
    0.11  0.01  0.00  0.02  0.03  0.02  0.48  0.04  0.01  0.00  1.53  0.76 
    0.30  2.73  3.97  0.43  0.04  0.03  0.01  0.14  0.15  0.13  0.11  5.63 
    3.08  0.60  2.71  1.89  0.35  1.29  1.65  0.66  0.44  3.20  2.85  1.56 
    0.45  1.01  2.99  6.88  9.64  3.09  1.82  0.61  0.18  0.54  2.29  5.81 
   12.87 13.50  1.02  2.19  0.81  0.27  1.06  2.74  1.95  0.90  1.52  1.57 
    0.43  7.33  0.62  0.01  0.01  0.00  0.00  0.00  0.00  3.69  2.33  1.66 
    4.43  4.12  0.73  1.43  0.25  0.05  0.04  0.07  1.73  1.00  0.06 16.31 
    9.27 15.94 23.38  7.42 21.03  4.47  1.80  1.56  0.54  0.64  0.10  2.13 


