38.9  50.5 105.2  67.6  67.0  70.9  42.2   7.0  17.9  25.0 112.6 113.7 
     5.0  74.3  56.8  16.6  66.8   8.9  70.0  39.7  22.4 106.1 159.3  14.5 
    96.5  55.8  50.0  51.6  20.7  17.1  80.2  23.0  49.0   4.0  26.0   1.3 
   103.6  17.9 107.2 224.0  60.0 115.4  42.7  38.4  47.1  17.4  46.7  98.5 
    19.5   2.0  71.9  32.3  42.9  17.0  53.1  21.5  25.4  61.7  27.7  88.3 
   140.4 125.7 132.3  99.4  37.5  86.9  82.3  53.5  17.4   5.6  47.4  89.8 
    39.7  93.0  19.7 111.4  94.5  87.2  14.9  44.8   9.5  58.3  29.5  92.4 
   108.0 132.2 153.5 133.3  59.4  45.8  45.0  24.0  12.2   4.5   0.0 155.8 
    25.0  88.5 170.7  26.8  46.2  35.4  54.3  23.2  10.4  14.9  14.3  58.7 
    70.3  46.9   0.0  49.6  19.5  36.2  38.5  65.6 149.1  43.9  27.2 119.8 
    10.6 210.8 187.1  16.2  37.3  38.4  39.6  18.8  19.7  32.9  82.8  50.2 
    47.4 209.5 180.9  72.6  21.0  37.1  27.0  44.5  13.9  11.0 123.6 119.1 
    29.1  35.7  17.4  46.1  41.1  34.1  72.5  38.5   7.8  26.3 181.8  84.8 
    8.0   74.1  81.1  44.1  44.0   8.2  52.1   3.2  35.3   0.0 153.3  37.6 
   103.6   7.1  39.8  65.3  25.1  29.8  53.6  32.7  31.5   6.6 201.0 167.3 
   130.6   4.1  44.4 201.8  58.0  47.2  55.1  25.1  53.9  16.1  56.1  99.3 
    16.7  15.0  30.5  17.9  41.0  17.4  47.4  40.8  35.6   0.0  43.3  61.7 
    70.0  17.3 118.5  56.2  86.4  58.0  53.1  30.4   0.0  48.7 356.4  26.5 
    91.3  26.3 167.7 101.8  46.7 125.0  79.7  32.5   5.8  22.9  82.6 357.1 
    13.9  21.6  10.8  77.9  51.0 113.6  74.2  34.3  13.3   7.4 198.1  54.8 
    73.2  65.2  51.4  71.9  56.1  48.9  97.8  29.6   9.4  10.8  61.0  41.2 
    21.5   0.0  25.6  30.0  54.9 129.7  67.3  57.1  17.9  29.7   0.0 164.6 
    21.3   0.0 121.1   2.4  36.7  20.5  37.4  39.2   5.3  30.0  76.7 212.6 
     0.0  85.8  96.6  26.0  28.0  19.8  13.5  43.8  16.2   4.8 258.1  61.0 
     0.0  57.3  30.2  23.3  10.4  17.4  23.0  41.0   0.0   0.0  57.6 119.1 
    60.6  11.2   0.0  40.5   1.2  40.2 110.1  26.1   5.4  16.1 109.8  52.8 
     0.7  19.0  52.2   9.2  16.5   0.0  15.6  28.0   7.0   2.1  60.9  10.4 
    66.4  50.9 188.2  69.1  86.2  34.1  66.3  77.9   9.2   0.0  84.0  48.0 
   118.1  67.3 105.7   8.7  24.7 124.6  41.2   6.0  59.4  88.5  56.2  89.4 
    21.2   6.1  35.4  44.5  37.4  60.1  72.8  52.0   0.0   0.0  35.4  10.1 
   141.7 125.3 293.4  63.0  81.9  81.4  79.4  56.0   0.0   0.0  19.7  21.5 
    87.0   8.0   0.0  10.4   4.2 114.1  74.6   0.0   0.0   0.0   0.0  28.0 
   103.7  42.2 110.0  51.5  64.8 114.6  26.9  27.3   0.0   9.0  74.3  73.9 
    23.1 173.1  42.1 112.6  44.9  35.9  18.3  69.6  11.3   0.0 111.9 356.8 
   385.9 258.8  85.2 255.8 129.3 104.9  92.8  69.2  62.6  38.6 158.4  80.6 
    54.5  41.3  28.2  95.4  16.5  66.1  45.4  15.6  19.2  10.9 108.1  28.6 
    62.8  66.1  46.4 133.3  61.6  82.7 164.7  83.9  36.1  57.4 158.3 100.2 
    16.0  62.8 125.5  69.8  31.4 178.3  55.7  29.9  22.6  22.8  98.7 165.1 
    29.0  38.2 136.5  23.7  14.0  40.5  17.4   5.2   1.0   0.0  67.0  55.6 
    40.3  35.0 182.5  17.7  26.8  28.5  27.9  30.9   6.2   0.0  32.7 165.7 
   153.5  27.7  88.8  46.8  26.3  33.8  51.7  37.6   2.1  62.5  96.5  47.9 
     0.0  14.1  11.7  82.7  45.0  79.9  69.3  61.1  25.3  94.4 146.3  46.0 
    21.4  26.0  60.7   6.5  87.3  60.1  34.3  15.8  27.7  13.4  49.1 107.1 
    30.6  41.3 135.3  14.5  29.6  77.8 105.8  51.7 113.6  78.7  62.0  15.0 
   122.5  83.9 180.7  64.3 101.6  45.4  43.5  33.3  60.7  56.1 290.6 143.1 
    99.1  44.7 134.4  39.2  32.9  83.7 131.1 138.3 106.8  61.9  48.1  99.4 
     0.0  89.1  16.1  12.7  27.2  27.5  49.0  27.8  63.3  54.2 186.6  26.2 
    66.8  22.0  47.7  62.9  63.6  83.7  98.4  14.8  54.1  24.8  15.3 187.4 
    72.6 101.9 199.9  89.5 128.7  93.0  33.8  42.5 102.9  15.3 187.4  51.4
