 WARNING:  PROBLEM IS POORLY SCALED.  THE UNITS
 OF THE ROWS AND VARIABLES SHOULD BE CHANGED SO
 THE COEFFICIENTS COVER A MUCH SMALLER RANGE.


 LP OPTIMUM FOUND AT STEP   3232
 OBJECTIVE VALUE =  0.120200781E+10

 FIX ALL VARS.(    4)  WITH RC >  0.000000E+00
 SET   VI1200 TO >=     1 AT    1, BND= -0.1518E+10 TWIN=-0.1202E+10  18669

 NEW INTEGER SOLUTION OF   0.151842291E+10 AT BRANCH      1 PIVOT   18669
 BOUND ON OPTIMUM: 0.1202008E+10
 FLIP   VI1200 TO <=         0 AT    1 WITH BND=  -0.12020431E+10
 DELETE   VI1000 AT LEVEL     2
 DELETE   VI1200 AT LEVEL     1
 RELEASE FIXED VARIABLES
 ENUMERATION COMPLETE. BRANCHES=     2 PIVOTS=   45151

 LAST INTEGER SOLUTION IS THE BEST FOUND
 RE-INSTALLING BEST SOLUTION...

        OBJECTIVE FUNCTION VALUE

       FO)     0.1518423E+10

  VARIABLE        VALUE          REDUCED COST
   E18892)         0.000000          0.000000
   E18893)         0.000000          0.000000
   E18894)         0.000000          0.000000
   E18895)         0.000000          0.000000
   E18896)         0.000000          0.000000
   E18897)         0.000000          0.000000
   E18898)         0.000000          0.000000
   E18899)         0.000000          0.000000
   E18900)         0.000000          0.000000
   E18901)         0.000000          0.000000
   E18902)         0.000000          0.000000
   E18903)         0.000000          0.000000
   E18904)         0.000000          0.000000
   E18905)         0.000000          0.000000
   E18906)         0.000000          0.000000
   E18907)         0.000000          0.000000
   E18908)         0.000000          0.000000
   E18909)         0.000000          0.000000
   E18910)         0.000000          0.000000
   E18911)         0.000000          0.000000
   E18912)         0.000000          0.000000
   E18913)         0.000000          0.000000
   E18914)         0.000000          0.000000
   E18915)         0.000000          0.000000
   E18916)         0.000000          0.000000
   E18917)         0.000000          0.000000
   E18918)         0.000000          0.000000
   E18919)         0.000000          0.000000
   E18920)         0.000000          0.000000
   E18921)         0.000000          0.000000
   E18922)         0.000000          0.000000
   E18923)         0.000000          0.000000
   E18924)         0.000000          0.000000
   E18925)         0.000000          0.000000
   E18926)         0.000000          0.000000
   E18927)         0.000000          0.000000
   E18928)         0.000000          0.000000
   E18929)         0.000000          0.000000
   E18930)         0.000000          0.000000
   E18931)         0.000000          0.000000
   E18932)         0.000000          0.000000
   E18933)         0.000000          0.000000
   E18934)         0.000000          0.000000
   E18935)         0.000000          0.000000
   E18936)         0.000000          0.000000
   E18937)         0.000000          0.000000
   E18938)         0.000000          0.000000
   E18939)         0.000000          0.000000
   E18940)         0.000000          0.000000
   E18941)         0.000000          0.000000
   E18942)         0.000000          0.000000
   E18943)         0.000000          0.000000
   E18944)         0.000000          0.000000
   E18945)         0.000000          0.000000
   E18946)         0.000000          0.000000
   E18947)         0.000000          0.000000
   E18948)         0.000000          0.000000
   E18949)         0.000000          0.000000
   E18950)         0.000000          0.000000
   E18951)         0.000000          0.000000
   E18952)         0.000000          0.000000
   E18953)         0.000000          0.000000
   E18954)         0.000000          0.000000
   E18955)         0.000000          0.000000
   E18956)         0.000000          0.000000
   E18957)         0.000000          0.000000
   E18958)         0.000000          0.000000
   E18959)         0.000000          0.000000
   E18960)         0.000000          0.000000
   E18961)         0.000000          0.000000
   E18962)         0.000000          0.000000
   E18963)         0.000000          0.000000
   E18964)         0.000000          0.000000
   E18965)         0.000000          0.000000
   E18966)         0.000000          0.000000
   E18967)         0.000000          0.000000
   E18968)         0.000000          0.000000
   E18969)         0.000000          0.000000
   E18970)         0.000000          0.000000
   E18971)         0.000000          0.000000
   E18972)         0.000000          0.000000
   E18973)         0.000000          0.000000
   E18974)         0.000000          0.000000
   E18975)         0.000000          0.000000
   E18976)         0.000000          0.000000
   E18977)         0.000000          0.000000
   E18978)         0.000000          0.000000
   E18979)         0.000000          0.000000
   E18980)         0.000000          0.000000
   E18981)         0.000000          0.000000
   E18982)         0.000000          0.000000
   E18983)         0.000000          0.000000
   E18984)         0.000000          0.000000
   E18985)         0.000000          0.000000
   E18986)         0.000000          0.000000
   E18987)         0.000000          0.000000
   E18988)         0.000000          0.000000
   E18989)         0.000000          0.000000
   E18990)         0.000000          0.000000
   E18991)         0.000000          0.000000
   E18992)         0.000000          0.000000
   E18993)         0.000000          0.000000
   E18994)         0.000000          0.000000
   E18995)         0.000000          0.000000
   E18996)         0.000000          0.000000
   E18997)         0.000000          0.000000
   E18998)         0.000000          0.000000
   E18999)         0.000000          0.000000
   E19000)         0.000000          0.000000
   E19001)         0.000000          0.000000
   E19002)         0.000000          0.000000
   E19003)         0.000000          0.000000
   E19004)         0.000000          0.000000
   E19005)         0.000000          0.000000
   E19006)         0.000000          0.000000
   E19007)         0.000000          0.000000
   E19008)         0.000000          0.000000
   E19009)         0.000000          0.000000
   E19010)         0.000000          0.000000
   E19011)         0.000000          0.000000
   E19012)         0.000000          0.000000
   E19013)         0.000000          0.000000
   E19014)         0.000000          0.000000
   E19015)         0.000000          0.000000
   E19016)         0.000000          0.000000
   E19017)         0.000000          0.000000
   E19018)         0.000000          0.000000
   E19019)         0.000000          0.000000
   E19020)         0.000000          0.000000
   E19021)         0.000000          0.000000
   E19022)         0.000000          0.000000
   E19023)         0.000000          0.000000
   E19024)         0.000000          0.000000
   E19025)         0.000000          0.000000
   E19026)         0.000000          0.000000
   E19027)         0.000000          0.000000
   E19028)         0.000000          0.000000
   E19029)         0.000000          0.000000
   E19030)         0.000000          0.000000
   E19031)         0.000000          0.000000
   E19032)         0.000000          0.000000
   E19033)         0.000000          0.000000
   E19034)         0.000000          0.000000
   E19035)         0.000000          0.000000
   E19036)         0.000000          0.000000
   E19037)         0.000000          0.000000
   E19038)         0.000000          0.000000
   E19039)         0.000000          0.000000
   E19040)         0.000000          0.000000
   E19041)         0.000000          0.000000
   E19042)         0.000000          0.000000
   E19043)         0.000000          0.000000
   E19044)         0.000000          0.000000
   E19045)         0.000000          0.000000
   E19046)         0.000000          0.000000
   E19047)         0.000000          0.000000
   E19048)         0.000000          0.000000
   E19049)         0.000000          0.000000
   E19050)         0.000000          0.000000
   E19051)         0.000000          0.000000
   E19052)         0.000000          0.000000
   E19053)         0.000000          0.000000
   E19054)         0.000000          0.000000
   E19055)         0.000000          0.000000
   E19056)         0.000000          0.000000
   E19057)         0.000000          0.000000
   E19058)         0.000000          0.000000
   E19059)         0.000000          0.000000
   E19060)         0.000000          0.000000
   E19061)         0.000000          0.000000
   E19062)         0.000000          0.000000
   E19063)         0.000000          0.000000
   E19064)         0.000000          0.000000
   E19065)         0.000000          0.000000
   E19066)         0.000000          0.000000
   E19067)         0.000000          0.000000
   E19068)         0.000000          0.000000
   E19069)         0.000000          0.000000
   E19070)         0.000000          0.000000
   E19071)         0.000000          0.000000
   E19072)         0.000000          0.000000
   E19073)         0.000000          0.000000
   E19074)         0.000000          0.000000
   E19075)         0.000000          0.000000
   E19076)         0.000000          0.000000
   E19077)         0.000000          0.000000
   E19078)         0.000000          0.000000
   E19079)         0.000000          0.000000
   E19080)         0.000000          0.000000
   E19081)         0.000000          0.000000
   E19082)         0.000000          0.000000
   E19083)         0.000000          0.000000
   E19084)         0.000000          0.000000
   E19085)         0.000000          0.000000
   E19086)         0.000000          0.000000
   E19087)         0.000000          0.000000
   E19088)         0.000000          0.000000
   E19089)         0.000000          0.000000
   E19090)         0.000000          0.000000
   E19091)         0.000000          0.000000
   E19092)         0.000000          0.000000
   E19093)         0.000000          0.000000
   E19094)         0.000000          0.000000
   E19095)         0.000000          0.000000
   E19096)         0.000000          0.000000
   E19097)         0.000000          0.000000
   E19098)         0.000000          0.000000
   E19099)         0.000000          0.000000
   E19100)         0.000000          0.000000
   E19101)         0.000000          0.000000
   E19102)         0.000000          0.000000
   E19103)         0.000000          0.000000
   E19104)         0.000000          0.000000
   E19105)         0.000000          0.000000
   E19106)         0.000000          0.000000
   E19107)         0.000000          0.000000
   E19108)         0.000000          0.000000
   E19109)         0.000000          0.000000
   E19110)         0.000000          0.000000
   E19111)         0.000000          0.000000
   E19112)         0.000000          0.000000
   E19113)         0.000000          0.000000
   E19114)         0.000000          0.000000
   E19115)         0.000000          0.000000
   E19116)         0.000000          0.000000
   E19117)         0.000000          0.000000
   E19118)         0.000000          0.000000
   E19119)         0.000000          0.000000
   E19120)         0.000000          0.000000
   E19121)         0.000000          0.000000
   E19122)         0.000000          0.000000
   E19123)         0.000000          0.000000
   E19124)         0.000000          0.000000
   E19125)         0.000000          0.000000
   E19126)         0.000000          0.000000
   E19127)         0.000000          0.000000
   E19128)         0.000000          0.000000
   E19129)         0.000000          0.000000
   E19130)         0.000000          0.000000
   E19131)         0.000000          0.000000
   E19132)         0.000000          0.000000
   E19133)         0.000000          0.000000
   E19134)         0.000000          0.000000
   E19135)         0.000000          0.000000
   E19136)         0.000000          0.000000
   E19137)         0.000000          0.000000
   E19138)         0.000000          0.000000
   E19139)         0.000000          0.000000
   E19140)         0.000000          0.000000
   E19141)         0.000000          0.000000
   E19142)         0.000000          0.000000
   E19143)         0.000000          0.000000
   E19144)         0.000000          0.000000
   E19145)         0.000000          0.000000
   E19146)         0.000000          0.000000
   E19147)         0.000000          0.000000
   E19148)         0.000000          0.000000
   E19149)         0.000000          0.000000
   E19150)         0.000000          0.000000
   E19151)         0.000000          0.000000
   E19152)         0.000000          0.000000
   E19153)         0.000000          0.000000
   E19154)         0.000000          0.000000
   E19155)         0.000000          0.000000
   E19156)         0.000000          0.000000
   E19157)         0.000000          0.000000
   E19158)         0.000000          0.000000
   E19159)         0.000000          0.000000
   E19160)         0.000000          0.000000
   E19161)         0.000000          0.000000
   E19162)         0.000000          0.000000
   E19163)         0.000000          0.000000
   E19164)         0.000000          0.000000
   E19165)         0.000000          0.000000
   E19166)         0.000000          0.000000
   E19167)         0.000000          0.000000
   E19168)         0.000000          0.000000
   E19169)         0.000000          0.000000
   E19170)         0.000000          0.000000
   E19171)         0.000000          0.000000
   E19172)         0.000000          0.000000
   E19173)         0.000000          0.000000
   E19174)         0.000000          0.000000
   E19175)         0.000000          0.000000
   E19176)         0.000000          0.000000
   E19177)         0.000000          0.000000
   E19178)         0.000000          0.000000
   E19179)         0.000000          0.000000
   E19180)         0.000000          0.000000
   E19181)         0.000000          0.000000
   E19182)         0.000000          0.000000
   E19183)         0.000000          0.000000
   E19184)         0.000000          0.000000
   E19185)         0.000000          0.000000
   E19186)         0.000000          0.000000
   E19187)         0.000000          0.000000
   E19188)         0.000000          0.000000
   E19189)         0.000000          0.000000
   E19190)         0.000000          0.000000
   E19191)         0.000000          0.000000
   E19192)         0.000000          0.000000
   E19193)         0.000000          0.000000
   E19194)         0.000000          0.000000
   E19195)         0.000000          0.000000
   E19196)         0.000000          0.000000
   E19197)         0.000000          0.000000
   E19198)         0.000000          0.000000
   E19199)         0.000000          0.000000
   E19200)         0.000000          0.000000
   E19201)         0.000000          0.000000
   E19202)         0.000000          0.000000
   E19203)         0.000000          0.000000
   E19204)         0.000000          0.000000
   E19205)         0.000000          0.000000
   E19206)         0.000000          0.000000
   E19207)         0.000000          0.000000
   E19208)         0.000000          0.000000
   E19209)         0.000000          0.000000
   E19210)         0.000000          0.000000
   E19211)         0.000000          0.000000
   E19212)         0.000000          0.000000
   E19213)         0.000000          0.000000
   E19214)         0.000000          0.000000
   E19215)         0.000000          0.000000
   E19216)         0.000000          0.000000
   E19217)         0.000000          0.000000
   E19218)         0.000000          0.000000
   E19219)         0.000000          0.000000
   E19220)         0.000000          0.000000
   E19221)         0.000000          0.000000
   E19222)         0.000000          0.000000
   E19223)         0.000000          0.000000
   E19224)         0.000000          0.000000
   E19225)         0.000000          0.000000
   E19226)         0.000000          0.000000
   E19227)         0.000000          0.000000
   E19228)         0.000000          0.000000
   E19229)         0.000000          0.000000
   E19230)         0.000000          0.000000
   E19231)         0.000000          0.000000
   E19232)         0.000000          0.000000
   E19233)         0.000000          0.000000
   E19234)         0.000000          0.000000
   E19235)         0.000000          0.000000
   E19236)         0.000000          0.000000
   E19237)         0.000000          0.000000
   E19238)         0.000000          0.000000
   E19239)         0.000000          0.000000
   E19240)         0.000000          0.000000
   E19241)         0.000000          0.000000
   E19242)         0.000000          0.000000
   E19243)         0.000000          0.000000
   E19244)         0.000000          0.000000
   E19245)         0.000000          0.000000
   E19246)         0.000000          0.000000
   E19247)         0.000000          0.000000
   E19248)         0.000000          0.000000
   E19249)         0.000000          0.000000
   E19250)         0.000000          0.000000
   E19251)         0.000000          0.000000
   E19252)         0.000000          0.000000
   E19253)         0.000000          0.000000
   E19254)         0.000000          0.000000
   E19255)         0.000000          0.000000
   E19256)         0.000000          0.000000
   E19257)         0.000000          0.000000
   E19258)         0.000000          0.000000
   E19259)         0.000000          0.000000
   E19260)         0.000000          0.000000
   E19261)         0.000000          0.000000
   E19262)         0.000000          0.000000
   E19263)         0.000000          0.000000
   E19264)         0.000000          0.000000
   E19265)         0.000000          0.000000
   E19266)         0.000000          0.000000
   E19267)         0.000000          0.000000
   E19268)         0.000000          0.000000
   E19269)         0.000000          0.000000
   E19270)         0.000000          0.000000
   E19271)         0.000000          0.000000
   E19272)         0.000000          0.000000
   E19273)         0.000000          0.000000
   E19274)         0.000000          0.000000
   E19275)         0.000000          0.000000
   E19276)         0.000000          0.000000
   E19277)         0.000000          0.000000
   E19278)         0.000000          0.000000
   E19279)         0.000000          0.000000
   E19280)         0.000000          0.000000
   E19281)         0.000000          0.000000
   E19282)         0.000000          0.000000
   E19283)         0.000000          0.000000
   E19284)         0.000000          0.000000
   E19285)         0.000000          0.000000
   E19286)         0.000000          0.000000
   E19287)         0.000000          0.000000
   E19288)         0.000000          0.000000
   E19289)         0.000000          0.000000
   E19290)         0.000000          0.000000
   E19291)         0.000000          0.000000
   E19292)         0.000000          0.000000
   E19293)         0.000000          0.000000
   E19294)         0.000000          0.000000
   E19295)         0.000000          0.000000
   E19296)         0.000000          0.000000
   E19297)         0.000000          0.000000
   E19298)         0.000000          0.000000
   E19299)         0.000000          0.000000
   E19300)         0.000000          0.000000
   E19301)         0.000000          0.000000
   E19302)         0.000000          0.000000
   E19303)         0.000000          0.000000
   E19304)         0.000000          0.000000
   E19305)         0.000000          0.000000
   E19306)         0.000000          0.000000
   E19307)         0.000000          0.000000
   E19308)         0.000000          0.000000
   E19309)         0.000000          0.000000
   E19310)         0.000000          0.000000
   E19311)         0.000000          0.000000
   E19312)         0.000000          0.000000
   E19313)         0.000000          0.000000
   E19314)         0.000000          0.000000
   E19315)         0.000000          0.000000
   E19316)         0.000000          0.000000
   E19317)         0.000000          0.000000
   E19318)         0.000000          0.000000
   E19319)         0.000000          0.000000
   E19320)         0.000000          0.000000
   E19321)         0.000000          0.000000
   E19322)         0.000000          0.000000
   E19323)         0.000000          0.000000
   E19324)         0.000000          0.000000
   E19325)         0.000000          0.000000
   E19326)         0.000000          0.000000
   E19327)         0.000000          0.000000
   E19328)         0.000000          0.000000
   E19329)         0.000000          0.000000
   E19330)         0.000000          0.000000
   E19331)         0.000000          0.000000
   E19332)         0.000000          0.000000
   E19333)         0.000000          0.000000
   E19334)         0.000000          0.000000
   E19335)         0.000000          0.000000
   E19336)         0.000000          0.000000
   E19337)         0.000000          0.000000
   E19338)         0.000000          0.000000
   E19339)         0.000000          0.000000
   E19340)         0.000000          0.000000
   E19341)         0.000000          0.000000
   E19342)         0.000000          0.000000
   E19343)         0.000000          0.000000
   E19344)         0.000000          0.000000
   E19345)         0.000000          0.000000
   E19346)         0.000000          0.000000
   E19347)         0.000000          0.000000
   E19348)         0.000000          0.000000
   E19349)         0.000000          0.000000
   E19350)         0.000000          0.000000
   E19351)         0.000000          0.000000
   E19352)         0.000000          0.000000
   E19353)         0.000000          0.000000
   E19354)         0.000000          0.000000
   E19355)         0.000000          0.000000
   E19356)         0.000000          0.000000
   E19357)         0.000000          0.000000
   E19358)         0.000000          0.000000
   E19359)         0.000000          0.000000
   E19360)         0.000000          0.000000
   E19361)         0.000000          0.000000
   E19362)         0.000000          0.000000
   E19363)         0.000000          0.000000
   E19364)         0.000000          0.000000
   E19365)         0.000000          0.000000
   E19366)         0.000000          0.000000
   E19367)         0.000000          0.000000
   E19368)         0.000000          0.000000
   E19369)         0.000000          0.000000
   E19370)         0.000000          0.000000
   E19371)         0.000000          0.000000
   E19372)         0.000000          0.000000
   E19373)         0.000000          0.000000
   E19374)         0.000000          0.000000
   E19375)         0.000000          0.000000
   E19376)         0.000000          0.000000
   E19377)         0.000000          0.000000
   E19378)         0.000000          0.000000
   E19379)         0.000000          0.000000
   E19380)         0.000000          0.000000
   E19381)         0.000000          0.000000
   E19382)         0.000000          0.000000
   E19383)         0.000000          0.000000
   E19384)         0.000000          0.000000
   E19385)         0.000000          0.000000
   E19386)         0.000000          0.000000
   E19387)         0.000000          0.000000
   E19388)         0.000000          0.000000
   E19389)         0.000000          0.000000
   E19390)         0.000000          0.000000
   E19391)         0.000000          0.000000
   E19392)         0.000000          0.000000
   E19393)         0.000000          0.000000
   E19394)         0.000000          0.000000
   E19395)         0.000000          0.000000
   E19396)         0.000000          0.000000
   E19397)         0.000000          0.000000
   E19398)         0.000000          0.000000
   E19399)         0.000000          0.000000
   E19400)         0.000000          0.000000
   E19401)         0.000000          0.000000
   E19402)         0.000000          0.000000
   E19403)         0.000000          0.000000
   E19404)         0.000000          0.000000
   E19405)         0.000000          0.000000
   E19406)         0.000000          0.000000
   E19407)         0.000000          0.000000
   E19408)         0.000000          0.000000
   E19409)         0.000000          0.000000
   E19410)         0.000000          0.000000
   E19411)         0.000000          0.000000
   E19412)         0.000000          0.000000
   E19413)         0.000000          0.000000
   E19414)         0.000000          0.000000
   E19415)         0.000000          0.000000
   E19416)         0.000000          0.000000
   E19417)         0.000000          0.000000
   E19418)         0.000000          0.000000
   E19419)         0.000000          0.000000
   E19420)         0.000000          0.000000
   E19421)         0.000000          0.000000
   E19422)         0.000000          0.000000
   E19423)         0.000000          0.000000
   E19424)         0.000000          0.000000
   E19425)         0.000000          0.000000
   E19426)         0.000000          0.000000
   E19427)         0.000000          0.000000
   E19428)         0.000000          0.000000
   E19429)         0.000000          0.000000
   E19430)         0.000000          0.000000
   E19431)         0.000000          0.000000
   E19432)         0.000000          0.000000
   E19433)         0.000000          0.000000
   E19434)         0.000000          0.000000
   E19435)         0.000000          0.000000
   E19436)         0.000000          0.000000
   E19437)         0.000000          0.000000
   E19438)         0.000000          0.000000
   E19439)         0.000000          0.000000
   E19440)         0.000000          0.000000
   E19441)         0.000000          0.000000
   E19442)         0.000000          0.000000
   E19443)         0.000000          0.000000
   E19444)         0.000000          0.000000
   E19445)         0.000000          0.000000
   E19446)         0.000000          0.000000
   E19447)         0.000000          0.000000
   E19448)         0.000000          0.000000
   E19449)         0.000000          0.000000
   E19450)         0.000000          0.000000
   E19451)         0.000000          0.000000
   E19452)         0.000000          0.000000
   E19453)         0.000000          0.000000
   E19454)         0.000000          0.000000
   E19455)         0.000000          0.000000
   E19456)         0.000000          0.000000
   E19457)         0.000000          0.000000
   E19458)         0.000000          0.000000
   E19459)         0.000000          0.000000
   E19460)         0.000000          0.000000
   E19461)         0.000000          0.000000
   E19462)         0.000000          0.000000
   E19463)         0.000000          0.000000
   E19464)         0.000000          0.000000
   E19465)         0.000000          0.000000
   E19466)         0.000000          0.000000
   E19467)         0.000000          0.000000
   E19468)         0.000000          0.000000
   E19469)         0.000000          0.000000
   E19470)         0.000000          0.000000
   E19471)         0.000000          0.000000
   E19472)         0.000000          0.000000
   E19473)         0.000000          0.000000
   E19474)         0.000000          0.000000
   E19475)         0.000000          0.000000
   E19476)         0.000000          0.000000
   E19477)         0.000000          0.000000
   E19478)         0.000000          0.000000
   E19479)         0.000000          0.000000
   E19480)         0.000000          0.000000
   E19481)         0.000000          0.000000
   E19482)         0.000000          0.000000
   E19483)         0.000000          0.000000
   E19484)         0.000000          0.000000
   E19485)         0.000000          0.000000
   E19486)         0.000000          0.000000
   E19487)         0.000000          0.000000
   E19488)         0.000000          0.000000
   E19489)         0.000000          0.000000
   E19490)         0.000000          0.000000
   E19491)         0.000000          0.000000
   E19492)         0.000000          0.000000
   E19493)         0.000000          0.000000
   E19494)         0.000000          0.000000
   E19495)         0.000000          0.000000
   E19496)         0.000000          0.000000
   E19497)         0.000000          0.000000
   E19498)         0.000000          0.000000
   E19499)         0.000000          0.000000
   E19500)         0.000000          0.000000
   E19501)         0.000000          0.000000
   E19502)         0.000000          0.000000
   E19503)         0.000000          0.000000
   E19504)         0.000000          0.000000
   E19505)         0.000000          0.000000
   E19506)         0.000000          0.000000
   E19507)         0.000000          0.000000
   E19508)         0.000000          0.000000
   E19509)         0.000000          0.000000
   E19510)         0.000000          0.000000
   E19511)         0.000000          0.000000
   E19512)         0.000000          0.000000
   E19513)         0.000000          0.000000
   E19514)         0.000000          0.000000
   E19515)         0.000000          0.000000
   E19516)         0.000000          0.000000
   E19517)         0.000000          0.000000
   E19518)         0.000000          0.000000
   E19519)         0.000000          0.000000
   E19520)         0.000000          0.000000
   E19521)         0.000000          0.000000
   E19522)         0.000000          0.000000
   E19523)         0.000000          0.000000
   E19524)         0.000000          0.000000
   E19525)         0.000000          0.000000
   E19526)         0.000000          0.000000
   E19527)         0.000000          0.000000
   E19528)         0.000000          0.000000
   E19529)         0.000000          0.000000
   E19530)         0.000000          0.000000
   E19531)         0.000000          0.000000
   E19532)         0.000000          0.000000
   E19533)         0.000000          0.000000
   E19534)         0.000000          0.000000
   E19535)         0.000000          0.000000
   E19536)         0.000000          0.000000
   E19537)         0.000000          0.000000
   E19538)         0.000000          0.000000
   E19539)         0.000000          0.000000
   E19540)         0.000000          0.000000
   E19541)         0.000000          0.000000
   E19542)         0.000000          0.000000
   E19543)         0.000000          0.000000
   E19544)         0.000000          0.000000
   E19545)         0.000000          0.000000
   E19546)         0.000000          0.000000
   E19547)         0.000000          0.000000
   E19548)         0.000000          0.000000
   E19549)         0.000000          0.000000
   E19550)         0.000000          0.000000
   E19551)         0.000000          0.000000
   E19552)         0.000000          0.000000
   E19553)         0.000000          0.000000
   E19554)         0.000000          0.000000
   E19555)         0.000000          0.000000
   E19556)         0.000000          0.000000
   E19557)         0.000000          0.000000
   E19558)         0.000000          0.000000
   E19559)         0.000000          0.000000
   E19560)         0.000000          0.000000
   E19561)         0.000000          0.000000
   E19562)         0.000000          0.000000
   E19563)         0.000000          0.000000
   E19564)         0.000000          0.000000
   E19565)         0.000000          0.000000
   E19566)         0.000000          0.000000
   E19567)         0.000000          0.000000
   E19568)         0.000000          0.000000
   E19569)         0.000000          0.000000
   E19570)         0.000000          0.000000
   E19571)         0.000000          0.000000
   E19572)         0.000000          0.000000
   E19573)         0.000000          0.000000
   E19574)         0.000000          0.000000
   E19575)         0.000000          0.000000
   E19576)         0.000000          0.000000
   E19577)         0.000000          0.000000
   E19578)         0.000000          0.000000
   E19579)         0.000000          0.000000
   E19580)         0.000000          0.000000
   E19581)         0.000000          0.000000
   E19582)         0.000000          0.000000
   E19583)         0.000000          0.000000
   E19584)         0.000000          0.000000
   E19585)         0.000000          0.000000
   E19586)         0.000000          0.000000
   E19587)         0.000000          0.000000
   E19588)         0.000000          0.000000
   E19589)         0.000000          0.000000
   E19590)         0.000000          0.000000
   E19591)         0.000000          0.000000
   E19592)         0.000000          0.000000
   E19593)         0.000000          0.000000
   E19594)         0.000000          0.000000
   E19595)         0.000000          0.000000
   E19596)         0.000000          0.000000
   E19597)         0.000000          0.000000
   E19598)         0.000000          0.000000
   E19599)         0.000000          0.000000
   E19600)         0.000000          0.000000
   E19601)         0.000000          0.000000
   E19602)         0.000000          0.000000
   E19603)         0.000000          0.000000
   E19604)         0.000000          0.000000
   E19605)         0.000000          0.000000
   E19606)         0.000000          0.000000
   E19607)         0.000000          0.000000
   E19608)         0.000000          0.000000
   E19609)         0.000000          0.000000
   E19610)         0.000000          0.000000
   E19611)         0.000000          0.000000
   E19612)         0.000000          0.000000
   E19613)         0.000000          0.000000
   E19614)         0.000000          0.000000
   E19615)         0.000000          0.000000
   E19616)         0.000000          0.000000
   E19617)         0.000000          0.000000
   E19618)         0.000000          0.000000
   E19619)         0.000000          0.000000
   E19620)         0.000000          0.000000
   E19621)         0.000000          0.000000
   E19622)         0.000000          0.000000
   E19623)         0.000000          0.000000
   E19624)         0.000000          0.000000
   E19625)         0.000000          0.000000
   E19626)         0.000000          0.000000
   E19627)         0.000000          0.000000
   E19628)         0.000000          0.000000
   E19629)         0.000000          0.000000
   E19630)         0.000000          0.000000
   E19631)         0.000000          0.000000
   E19632)         0.000000          0.000000
   E19633)         0.000000          0.000000
   E19634)         0.000000          0.000000
   E19635)         0.000000          0.000000
   E19636)         0.000000          0.000000
   E19637)         0.000000          0.000000
   E19638)         0.000000          0.000000
   E19639)         0.000000          0.000000
   E19640)         0.000000          0.000000
   E19641)         0.000000          0.000000
   E19642)         0.000000          0.000000
   E19643)         0.000000          0.000000
   E19644)         0.000000          0.000000
   E19645)         0.000000          0.000000
   E19646)         0.000000          0.000000
   E19647)         0.000000          0.000000
   E19648)         0.000000          0.000000
   E19649)         0.000000          0.000000
   E19650)         0.000000          0.000000
   E19651)         0.000000          0.000000
   E19652)         0.000000          0.000000
   E19653)         0.000000          0.000000
   E19654)         0.000000          0.000000
   E19655)         0.000000          0.000000
   E19656)         0.000000          0.000000
   E19657)         0.000000          0.000000
   E19658)         0.000000          0.000000
   E19659)         0.000000          0.000000
   E19660)         0.000000          0.000000
   E19661)         0.000000          0.000000
   E19662)         0.000000          0.000000
   E19663)         0.000000          0.000000
   E19664)         0.000000          0.000000
   E19665)         0.000000          0.000000
   E19666)         0.000000          0.000000
   E19667)         0.000000          0.000000
   E19668)         0.000000          0.000000
   E19669)         0.000000          0.000000
   E19670)         0.000000          0.000000
   E19671)         0.000000          0.000000
   E19672)         0.000000          0.000000
   E19673)         0.000000          0.000000
   E19674)         0.000000          0.000000
   E19675)         0.000000          0.000000
   E19676)         0.000000          0.000000
   E19677)         0.000000          0.000000
   E19678)         0.000000          0.000000
   E19679)         0.000000          0.000000
   E19680)         0.000000          0.000000
   E19681)         0.000000          0.000000
   E19682)         0.000000          0.000000
   E19683)         0.000000          0.000000
   E19684)         0.000000          0.000000
   E19685)         0.000000          0.000000
   E19686)         0.000000          0.000000
   E19687)         0.000000          0.000000
   E19688)         0.000000          0.000000
   E19689)         0.000000          0.000000
   E19690)         0.000000          0.000000
   E19691)         0.000000          0.000000
   E19692)         0.000000          0.000000
   E19693)         0.000000          0.000000
   E19694)         0.000000          0.000000
   E19695)         0.000000          0.000000
   E19696)         0.000000          0.000000
   E19697)         0.000000          0.000000
   E19698)         0.000000          0.000000
   E19699)         0.000000          0.000000
   E19700)         0.000000          0.000000
   E19701)         0.000000          0.000000
   E19702)         0.000000          0.000000
   E19703)         0.000000          0.000000
   E19704)         0.000000          0.000000
   E19705)         0.000000          0.000000
   E19706)         0.000000          0.000000
   E19707)         0.000000          0.000000
   E19708)         0.000000          0.000000
   E19709)         0.000000          0.000000
   E19710)         0.000000          0.000000
   E19711)         0.000000          0.000000
   E19712)         0.000000          0.000000
   E19713)         0.000000          0.000000
   E19714)         0.000000          0.000000
   E19715)         0.000000          0.000000
   E19716)         0.000000          0.000000
   E19717)         0.000000          0.000000
   E19718)         0.000000          0.000000
   E19719)         0.000000          0.000000
   E19720)         0.000000          0.000000
   E19721)         0.000000          0.000000
   E19722)         0.000000          0.000000
   E19723)         0.000000          0.000000
   E19724)         0.000000          0.000000
   E19725)         0.000000          0.000000
   E19726)         0.000000          0.000000
   E19727)         0.000000          0.000000
   E19728)         0.000000          0.000000
   E19729)         0.000000          0.000000
   E19730)         0.000000          0.000000
   E19731)         0.000000          0.000000
   E19732)         0.000000          0.000000
